sex,age,juv_fel_count,juv_misd_count,priors_count,c_charge_degree,is_recid,African-American,Asian,Caucasian,Hispanic,Native American,Other,probability
0,47,0,0,2,1,0,0,0,1,0,0,0,0.18
0,57,0,0,1,1,0,0,0,1,0,0,0,0.008928571428571428
0,24,0,0,1,1,0,0,0,1,0,0,0,0.6906111111111111
0,58,0,0,4,0,1,0,0,1,0,0,0,0.636
0,44,0,0,1,1,0,1,0,0,0,0,0,0.5725
0,41,0,0,0,1,0,0,0,0,0,0,1,0.3172857142857143
0,43,0,0,0,1,1,0,0,1,0,0,0,0.045
0,25,0,3,6,1,0,1,0,0,0,0,0,0.665
0,47,0,0,0,1,0,0,0,1,0,0,0,0.17402128427128427
0,27,0,0,11,0,1,1,0,0,0,0,0,0.99
0,53,0,0,2,0,0,0,0,1,0,0,0,0.8107142857142857
0,34,0,0,5,0,0,1,0,0,0,0,0,0.6508333333333333
0,29,0,0,2,0,1,1,0,0,0,0,0,0.34910714285714284
0,29,0,0,1,1,0,0,0,1,0,0,0,0.10792857142857144
0,58,0,0,0,1,0,1,0,0,0,0,0,0.26
0,25,0,0,1,0,0,0,0,0,1,0,0,0.6933333333333335
0,28,0,0,4,0,0,0,0,1,0,0,0,0.30166666666666664
0,28,0,0,0,0,0,0,0,1,0,0,0,0.6311507936507936
0,31,5,0,10,0,1,1,0,0,0,0,0,0.9
0,26,0,0,0,0,1,0,0,1,0,0,0,0.17647438672438664
0,21,0,0,4,0,0,1,0,0,0,0,0,0.99625
0,47,0,0,3,1,1,0,0,0,1,0,0,0.1075
0,45,0,0,0,0,0,0,0,0,1,0,0,0.03
0,24,0,5,12,1,1,1,0,0,0,0,0,0.86
0,23,0,3,6,0,1,1,0,0,0,0,0,0.87
0,56,0,0,0,1,0,1,0,0,0,0,0,0.22
1,37,0,0,3,0,0,1,0,0,0,0,0,0.7725
0,30,0,0,1,1,0,1,0,0,0,0,0,0.3467261904761906
0,39,0,0,8,0,0,0,0,1,0,0,0,0.37200000000000005
0,29,1,0,2,0,0,1,0,0,0,0,0,0.7558333333333332
0,29,0,0,1,1,0,0,0,0,1,0,0,0.6288095238095238
0,23,0,0,0,1,0,0,0,1,0,0,0,0.00125
0,31,3,0,16,0,1,1,0,0,0,0,0,0.94
0,58,0,0,7,0,1,0,0,1,0,0,0,0.27
0,43,0,0,3,1,1,0,0,0,1,0,0,0.11083333333333333
0,31,0,0,0,1,0,1,0,0,0,0,0,0.07169047619047618
0,52,0,0,7,0,1,1,0,0,0,0,0,0.4215
0,21,0,0,0,0,1,0,0,1,0,0,0,1.0
1,23,0,0,0,0,1,0,0,0,1,0,0,0.3960238095238096
1,38,0,0,0,1,0,1,0,0,0,0,0,0.0
0,24,0,0,1,1,0,1,0,0,0,0,0,0.7816663475413473
0,35,0,0,0,0,1,0,0,1,0,0,0,0.8282619047619048
0,46,0,0,0,0,1,1,0,0,0,0,0,0.17
1,26,0,0,0,1,0,0,0,1,0,0,0,0.06885714285714285
0,54,0,0,1,0,0,1,0,0,0,0,0,0.11599999999999999
0,23,0,0,0,1,1,1,0,0,0,0,0,0.3263095238095237
0,39,0,0,9,0,1,0,0,1,0,0,0,0.24
0,21,0,0,1,0,1,1,0,0,0,0,0,0.6912543360062707
0,29,3,0,6,0,0,1,0,0,0,0,0,0.88
0,23,0,0,5,0,1,1,0,0,0,0,0,1.0
0,46,0,0,4,0,0,0,0,1,0,0,0,0.3401666666666667
0,73,0,0,0,1,0,0,0,1,0,0,0,0.01
0,24,0,0,1,0,0,1,0,0,0,0,0,0.7471883394383392
1,25,0,0,5,0,0,1,0,0,0,0,0,0.9348333333333335
1,37,0,0,0,1,0,0,0,0,1,0,0,0.03
1,20,0,0,0,0,1,1,0,0,0,0,0,0.09252747252747254
0,42,0,1,5,0,1,1,0,0,0,0,0,0.24
0,26,0,0,3,1,0,0,0,1,0,0,0,0.5281666666666667
0,42,0,0,0,0,0,1,0,0,0,0,0,0.6143809523809524
0,38,0,0,2,0,0,0,1,0,0,0,0,0.3525
0,47,0,0,1,0,0,0,0,0,1,0,0,0.08666666666666666
1,26,0,0,0,0,0,0,0,1,0,0,0,0.5584365079365079
0,44,0,0,1,1,0,1,0,0,0,0,0,0.5725
1,30,0,1,4,0,0,1,0,0,0,0,0,0.6977857142857143
0,27,0,0,1,0,0,0,0,1,0,0,0,0.0
0,34,0,0,0,0,0,1,0,0,0,0,0,0.46344624819624836
0,56,0,0,1,0,0,0,0,1,0,0,0,0.490452380952381
0,30,0,0,1,0,1,0,0,1,0,0,0,0.0
0,28,0,0,1,1,0,1,0,0,0,0,0,0.40950000000000003
0,31,0,0,0,0,0,1,0,0,0,0,0,0.378095238095238
1,24,0,0,0,0,0,1,0,0,0,0,0,0.46624603174603174
0,27,0,0,1,1,0,0,0,0,1,0,0,0.7266666666666666
1,24,1,0,6,0,1,1,0,0,0,0,0,0.86
0,24,0,0,1,1,1,1,0,0,0,0,0,0.7816663475413473
0,29,0,0,0,1,0,0,0,1,0,0,0,0.2969523809523809
0,20,0,0,0,0,0,0,0,1,0,0,0,0.5016702741702743
0,21,1,0,1,0,1,0,0,0,1,0,0,0.8723333333333333
1,36,0,0,13,0,1,1,0,0,0,0,0,0.79
0,21,0,0,0,0,0,0,0,0,0,0,1,0.48215079365079366
0,24,0,0,0,0,0,0,1,0,0,0,0,0.13787637362637364
0,51,0,0,3,0,0,1,0,0,0,0,0,0.026666666666666665
0,46,0,0,5,1,0,0,0,1,0,0,0,0.2425
0,48,0,0,1,1,0,0,0,1,0,0,0,0.11
0,25,0,0,7,0,1,0,0,0,0,1,0,0.778
0,29,0,0,3,0,1,0,0,1,0,0,0,0.04
0,35,3,0,13,0,0,1,0,0,0,0,0,0.79
0,26,0,0,15,0,0,1,0,0,0,0,0,0.99
0,24,0,0,1,0,0,1,0,0,0,0,0,0.7471883394383392
0,25,0,0,0,1,1,0,0,1,0,0,0,0.05878571428571429
0,24,0,1,2,0,1,1,0,0,0,0,0,0.5319166666666666
0,39,0,0,2,1,1,0,0,1,0,0,0,0.01
0,21,0,0,0,0,0,0,0,0,1,0,0,0.3555833333333333
0,28,0,0,0,0,0,0,0,1,0,0,0,0.6311507936507936
0,24,0,0,1,0,0,1,0,0,0,0,0,0.7471883394383392
0,43,0,0,1,1,0,1,0,0,0,0,0,0.7865000000000001
0,32,0,0,0,0,0,0,0,1,0,0,0,0.43938888888888883
0,54,0,0,0,0,1,0,0,0,1,0,0,0.23
0,37,0,0,0,1,0,0,0,0,0,0,1,0.78
0,21,0,0,1,0,1,1,0,0,0,0,0,0.6912543360062707
0,28,0,0,3,0,0,1,0,0,0,0,0,0.9883333333333334
0,46,0,0,0,0,0,0,0,0,0,0,1,0.01
0,29,0,0,0,1,1,0,0,1,0,0,0,0.2969523809523809
0,24,0,0,2,1,1,1,0,0,0,0,0,0.9966666666666667
0,39,0,0,0,1,0,0,0,1,0,0,0,0.02
0,20,0,0,1,0,1,1,0,0,0,0,0,0.9656034798534797
0,26,0,0,8,0,1,1,0,0,0,0,0,0.9158333333333334
0,49,0,0,0,1,0,0,0,1,0,0,0,0.04553571428571429
0,31,0,0,0,0,0,0,0,1,0,0,0,0.23461507936507928
1,28,0,0,0,1,0,1,0,0,0,0,0,0.5439523809523812
1,46,0,0,1,0,0,0,0,0,0,0,1,0.03
1,20,0,0,0,0,0,1,0,0,0,0,0,0.09252747252747254
1,27,0,0,1,0,1,0,0,1,0,0,0,0.7026904761904763
0,40,0,0,8,1,1,1,0,0,0,0,0,0.38711904761904764
0,20,0,1,1,0,1,1,0,0,0,0,0,0.9915
0,27,0,0,1,0,1,1,0,0,0,0,0,0.604857142857143
0,26,0,0,0,1,0,1,0,0,0,0,0,0.5134653679653679
0,25,0,0,4,0,0,0,0,0,1,0,0,0.233
0,31,0,0,0,0,0,0,0,0,1,0,0,0.0375
1,27,0,0,1,0,1,0,0,1,0,0,0,0.7026904761904763
1,34,0,0,14,0,0,1,0,0,0,0,0,0.5583333333333333
0,37,0,0,1,0,1,0,0,1,0,0,0,0.39866666666666667
0,23,0,1,1,1,0,0,0,1,0,0,0,0.7408333333333332
0,54,0,0,5,0,0,0,0,0,1,0,0,0.7
0,21,0,0,0,0,0,1,0,0,0,0,0,0.7243521352252899
0,34,0,0,1,1,0,0,0,1,0,0,0,0.01
0,21,0,0,1,0,0,0,0,1,0,0,0,0.21570634920634912
0,29,0,0,0,0,1,1,0,0,0,0,0,0.16474783549783548
0,35,0,0,0,0,0,1,0,0,0,0,0,0.2458968253968254
0,43,0,0,7,0,0,1,0,0,0,0,0,0.875
0,26,0,0,0,1,0,0,0,1,0,0,0,0.34323987123987115
0,53,0,0,2,0,0,0,0,1,0,0,0,0.8107142857142857
0,41,0,0,0,1,0,0,0,1,0,0,0,0.012
0,34,0,0,5,0,1,1,0,0,0,0,0,0.6508333333333333
0,26,1,0,2,0,1,0,0,1,0,0,0,0.7311349206349206
0,25,0,1,7,0,1,1,0,0,0,0,0,0.6032857142857143
0,21,0,0,4,0,1,1,0,0,0,0,0,0.99625
0,28,1,0,7,0,1,1,0,0,0,0,0,0.8216666666666665
1,37,0,0,13,0,1,1,0,0,0,0,0,0.73
1,49,0,0,4,0,0,0,0,1,0,0,0,0.25
0,66,0,0,3,0,1,1,0,0,0,0,0,0.06
1,29,0,0,0,0,0,1,0,0,0,0,0,0.6437777777777777
0,24,0,0,5,0,0,1,0,0,0,0,0,1.0
0,21,0,1,1,0,1,1,0,0,0,0,0,0.9593571428571428
0,32,0,0,7,0,1,1,0,0,0,0,0,0.94
0,20,0,0,0,1,1,0,0,0,1,0,0,0.9433333333333332
0,22,0,0,0,1,1,1,0,0,0,0,0,0.22524437988911664
0,27,0,0,0,0,0,0,0,1,0,0,0,0.4351381673881674
0,54,0,0,0,0,0,0,0,0,1,0,0,0.23
0,35,0,0,12,0,1,1,0,0,0,0,0,0.72
0,53,0,0,1,1,0,0,0,1,0,0,0,0.6969761904761904
0,29,0,0,2,1,0,0,0,1,0,0,0,0.6876666666666666
0,21,0,0,0,0,1,0,0,0,0,0,1,0.48215079365079366
0,50,0,0,0,0,0,0,0,1,0,0,0,0.42583333333333345
0,31,0,0,0,1,0,0,0,1,0,0,0,0.725
0,24,0,0,1,0,0,0,0,1,0,0,0,0.015
1,21,0,0,0,0,1,1,0,0,0,0,0,0.96
1,49,0,0,4,1,0,0,0,1,0,0,0,0.5625
0,29,0,0,11,0,1,1,0,0,0,0,0,1.0
1,34,0,0,1,1,0,0,0,1,0,0,0,0.42316666666666664
0,29,0,0,11,1,0,1,0,0,0,0,0,0.99
1,21,0,1,2,0,1,1,0,0,0,0,0,0.41
0,36,0,0,1,0,1,0,0,1,0,0,0,0.07976190476190477
0,35,0,0,1,1,1,1,0,0,0,0,0,0.013333333333333332
1,25,0,0,1,0,0,1,0,0,0,0,0,0.009166666666666667
0,23,0,1,2,0,0,1,0,0,0,0,0,0.6578333333333333
0,24,0,0,1,0,0,1,0,0,0,0,0,0.7471883394383392
0,33,0,0,2,1,0,1,0,0,0,0,0,0.04
1,59,0,0,0,1,0,0,0,1,0,0,0,0.0
1,26,0,0,1,1,0,0,0,1,0,0,0,0.86
0,40,0,0,0,0,0,0,0,1,0,0,0,0.34074206349206343
1,27,0,0,0,1,0,0,0,0,0,0,1,0.62
0,21,0,0,0,0,0,1,0,0,0,0,0,0.7243521352252899
0,45,0,0,0,1,0,1,0,0,0,0,0,0.0565
0,59,0,0,17,0,1,1,0,0,0,0,0,0.95
0,38,2,2,22,0,1,1,0,0,0,0,0,0.93
0,33,0,0,6,1,0,1,0,0,0,0,0,0.8466666666666667
0,49,0,0,4,1,0,1,0,0,0,0,0,0.4058333333333334
0,53,0,0,0,1,0,0,0,1,0,0,0,0.015
0,29,0,0,11,0,1,1,0,0,0,0,0,1.0
0,36,0,0,6,0,0,0,0,1,0,0,0,0.17549999999999996
0,33,0,0,2,1,0,0,0,0,1,0,0,0.71
0,20,0,0,0,0,1,1,0,0,0,0,0,0.6030236549226486
0,27,0,0,0,1,0,1,0,0,0,0,0,0.31088672438672427
0,25,0,0,0,0,0,1,0,0,0,0,0,0.0
1,23,0,0,0,0,1,1,0,0,0,0,0,0.774154761904762
0,22,0,0,0,0,1,0,0,1,0,0,0,0.31194123850006206
0,29,0,0,29,0,1,1,0,0,0,0,0,0.96
0,24,0,1,3,0,1,0,0,1,0,0,0,0.35
0,30,2,0,8,0,1,1,0,0,0,0,0,0.74
1,32,0,0,0,1,1,0,0,0,1,0,0,0.11
1,64,0,0,7,1,0,0,0,1,0,0,0,0.52
0,49,0,0,1,1,0,0,0,1,0,0,0,0.25
1,57,0,0,1,0,1,0,0,1,0,0,0,0.03
0,29,0,0,6,0,1,1,0,0,0,0,0,1.0
1,30,0,0,4,0,0,1,0,0,0,0,0,0.5936190476190477
0,32,0,0,4,0,1,1,0,0,0,0,0,1.0
0,33,0,0,1,0,0,0,0,1,0,0,0,0.0175
0,21,0,0,0,0,0,0,0,0,1,0,0,0.3555833333333333
0,27,0,0,11,0,1,1,0,0,0,0,0,0.99
0,48,0,0,0,0,0,0,0,1,0,0,0,0.0225
0,46,0,0,3,0,1,1,0,0,0,0,0,0.7408333333333335
0,27,0,0,1,0,1,1,0,0,0,0,0,0.604857142857143
0,56,0,0,0,0,0,0,0,1,0,0,0,0.02
0,37,0,0,11,0,1,0,0,1,0,0,0,0.6625
0,59,0,0,8,0,1,1,0,0,0,0,0,0.31
1,28,0,0,13,0,1,1,0,0,0,0,0,0.74
0,22,0,0,0,0,0,1,0,0,0,0,0,0.5893349689804467
0,25,0,1,2,0,1,0,0,0,1,0,0,0.5355
0,21,0,0,0,1,0,0,0,0,1,0,0,0.9303333333333333
1,56,0,0,1,0,1,0,0,1,0,0,0,0.02
0,27,0,0,2,1,0,1,0,0,0,0,0,0.946
0,44,0,0,29,0,1,1,0,0,0,0,0,0.97
0,21,0,2,8,0,1,1,0,0,0,0,0,0.95
0,30,0,0,6,1,1,0,1,0,0,0,0,0.73
0,56,0,0,6,0,0,0,0,1,0,0,0,0.102
1,27,0,0,6,0,0,0,0,1,0,0,0,0.7769523809523811
0,30,4,1,11,0,0,1,0,0,0,0,0,0.92
1,33,0,0,0,0,1,1,0,0,0,0,0,0.04966666666666666
0,32,0,3,7,0,1,1,0,0,0,0,0,0.88
0,51,0,0,6,0,1,0,0,1,0,0,0,0.5933333333333334
1,23,0,0,1,0,0,1,0,0,0,0,0,0.10848251748251748
0,27,0,1,6,0,1,0,0,1,0,0,0,0.5
0,52,0,0,7,1,1,1,0,0,0,0,0,0.8546666666666667
0,24,0,0,6,0,1,1,0,0,0,0,0,0.9975
1,31,0,0,0,1,0,0,0,0,1,0,0,0.34
0,56,0,0,1,0,0,1,0,0,0,0,0,0.08800000000000001
0,37,0,0,0,1,0,1,0,0,0,0,0,0.059000000000000004
1,24,0,0,2,1,1,1,0,0,0,0,0,0.9275
0,57,0,0,18,0,0,1,0,0,0,0,0,0.44
0,41,0,0,1,1,1,0,0,1,0,0,0,0.3562857142857142
0,30,2,0,20,0,1,1,0,0,0,0,0,0.9
0,41,0,0,2,0,1,0,1,0,0,0,0,0.3878333333333333
0,48,0,0,4,0,1,0,0,0,0,0,1,0.08
0,54,0,0,2,1,0,0,0,0,0,0,1,0.2383333333333333
0,35,0,0,0,0,0,0,0,0,1,0,0,0.4205
0,29,0,0,1,1,1,1,0,0,0,0,0,0.6078809523809523
0,28,0,0,3,0,1,1,0,0,0,0,0,0.9883333333333334
0,22,1,0,1,1,0,1,0,0,0,0,0,0.5425
1,24,0,0,0,0,0,1,0,0,0,0,0,0.46624603174603174
1,58,0,0,2,1,0,0,0,1,0,0,0,0.11
0,30,0,0,4,1,1,1,0,0,0,0,0,0.41166666666666674
0,32,0,0,6,1,0,0,0,1,0,0,0,0.82
0,27,0,2,18,0,1,1,0,0,0,0,0,1.0
0,21,0,0,0,1,0,0,0,0,0,0,1,0.21903174603174602
0,36,0,0,4,0,1,1,0,0,0,0,0,0.1325
1,51,0,0,3,1,0,1,0,0,0,0,0,0.06333333333333334
0,28,0,8,12,0,1,1,0,0,0,0,0,0.98
0,31,0,0,7,1,0,0,0,1,0,0,0,0.945
0,61,0,0,8,1,0,1,0,0,0,0,0,0.2813333333333333
0,42,0,0,3,0,0,1,0,0,0,0,0,0.3239047619047619
0,30,0,1,1,1,0,1,0,0,0,0,0,0.7450119047619048
0,61,0,0,4,0,0,0,0,1,0,0,0,0.26
0,37,0,0,0,1,0,0,0,0,0,0,1,0.78
0,27,0,0,3,1,0,0,0,1,0,0,0,0.565
0,36,0,0,1,0,0,0,0,1,0,0,0,0.07976190476190477
0,35,0,0,4,1,0,0,0,1,0,0,0,0.26916666666666667
0,53,0,0,2,0,0,1,0,0,0,0,0,0.5366666666666667
0,56,0,0,0,0,0,1,0,0,0,0,0,0.8109999999999999
0,49,0,0,1,0,1,0,0,0,1,0,0,0.08333333333333334
0,22,0,0,0,0,1,0,0,1,0,0,0,0.31194123850006206
1,23,0,0,1,0,0,1,0,0,0,0,0,0.10848251748251748
1,28,0,0,5,0,0,1,0,0,0,0,0,0.6202142857142857
0,33,0,0,0,0,0,0,0,0,0,0,1,0.814738095238095
0,23,0,0,1,0,1,0,0,1,0,0,0,0.11333982683982682
0,24,0,0,3,0,1,1,0,0,0,0,0,0.9890000000000001
0,28,4,0,6,1,0,1,0,0,0,0,0,0.9008333333333334
0,74,0,0,0,1,0,0,0,1,0,0,0,0.04
0,34,0,1,20,0,1,1,0,0,0,0,0,0.66
1,58,0,0,0,0,1,0,0,0,0,0,1,0.03
0,55,0,0,7,0,0,0,0,1,0,0,0,0.29
0,38,0,0,0,1,1,0,0,1,0,0,0,0.0175
0,40,0,0,4,1,0,0,0,1,0,0,0,0.38369047619047614
0,49,0,0,1,0,0,1,0,0,0,0,0,0.185
1,24,0,0,0,1,0,0,0,1,0,0,0,0.0
0,54,0,0,14,1,1,0,0,1,0,0,0,0.53
0,24,0,1,4,0,1,1,0,0,0,0,0,0.94
1,23,0,0,3,0,1,1,0,0,0,0,0,0.6693333333333333
0,49,0,0,2,1,0,0,0,1,0,0,0,0.4263333333333334
0,31,1,0,7,1,1,0,0,0,1,0,0,0.7441666666666668
0,29,0,0,1,0,0,1,0,0,0,0,0,0.8020873015873015
0,23,0,0,0,1,0,0,0,0,1,0,0,0.35850000000000004
0,25,0,0,0,0,1,1,0,0,0,0,0,0.0
0,22,0,1,3,1,1,0,0,1,0,0,0,0.75
0,54,0,0,12,1,1,1,0,0,0,0,0,0.75
0,45,0,0,2,0,0,0,0,0,1,0,0,0.31
0,35,0,0,3,1,0,1,0,0,0,0,0,0.49174999999999996
0,25,0,1,3,1,1,1,0,0,0,0,0,0.7641666666666665
1,41,0,0,9,1,1,0,0,1,0,0,0,0.65
0,47,0,0,3,0,0,0,0,1,0,0,0,0.26233333333333336
0,48,0,0,5,0,1,1,0,0,0,0,0,0.06833333333333334
0,48,0,0,0,1,0,1,0,0,0,0,0,0.7130952380952381
0,22,0,0,0,0,0,1,0,0,0,0,0,0.5893349689804467
0,29,0,0,10,0,1,0,0,1,0,0,0,0.89
0,21,0,0,1,0,1,0,0,0,1,0,0,0.1465438662644545
0,22,0,0,0,1,0,0,0,1,0,0,0,0.7800949605949608
0,27,0,0,6,0,1,0,0,1,0,0,0,0.66
1,20,0,0,1,0,1,1,0,0,0,0,0,0.22092307692307692
0,22,0,0,2,0,1,1,0,0,0,0,0,0.9744563492063492
1,29,0,0,11,0,1,0,0,1,0,0,0,0.777404761904762
1,51,0,0,0,1,1,0,0,1,0,0,0,0.105
0,45,1,0,20,1,1,1,0,0,0,0,0,0.88
0,26,0,0,1,1,1,1,0,0,0,0,0,0.43422619047619043
0,57,0,0,0,0,0,1,0,0,0,0,0,0.9359999999999999
0,53,0,0,1,0,0,0,0,0,1,0,0,0.07
0,25,0,0,0,0,0,1,0,0,0,0,0,0.0
0,47,0,0,13,0,1,1,0,0,0,0,0,0.69
0,63,0,0,10,1,1,1,0,0,0,0,0,0.64
1,23,0,0,0,1,0,0,0,0,0,0,1,0.12
0,36,0,0,0,0,0,0,0,1,0,0,0,0.3774880952380951
0,36,0,0,0,0,0,0,0,0,0,0,1,0.8883333333333333
0,51,0,0,8,1,1,1,0,0,0,0,0,0.7930000000000001
1,43,0,0,0,1,0,0,0,1,0,0,0,0.0
0,32,0,0,5,1,0,1,0,0,0,0,0,0.53
1,28,0,0,2,0,0,0,0,0,1,0,0,0.48
0,22,0,1,2,0,0,1,0,0,0,0,0,0.9161666666666666
0,21,0,0,1,0,0,0,0,1,0,0,0,0.21570634920634912
0,36,0,0,13,0,1,1,0,0,0,0,0,0.86
0,23,0,0,0,1,0,0,0,1,0,0,0,0.00125
0,32,0,1,5,0,1,0,0,1,0,0,0,0.7
0,41,0,0,3,1,1,0,0,1,0,0,0,0.23
0,31,0,0,7,0,1,1,0,0,0,0,0,0.8533333333333333
0,53,0,0,18,0,0,0,0,0,1,0,0,0.9
0,39,1,0,1,1,0,0,0,1,0,0,0,0.6292857142857143
0,32,0,0,1,0,0,1,0,0,0,0,0,0.919
0,46,0,0,4,0,0,1,0,0,0,0,0,0.4325
0,31,0,0,4,0,1,0,0,1,0,0,0,0.7423333333333332
0,26,0,1,6,0,1,1,0,0,0,0,0,0.6143333333333334
0,25,0,0,0,0,0,0,0,1,0,0,0,0.2671031746031745
1,30,0,0,3,0,1,1,0,0,0,0,0,0.19450000000000003
0,38,0,0,2,0,1,0,0,1,0,0,0,0.20535714285714285
1,47,0,0,1,0,1,0,0,1,0,0,0,0.5983333333333332
0,26,0,0,1,1,0,1,0,0,0,0,0,0.43422619047619043
1,32,0,0,0,1,0,1,0,0,0,0,0,0.66
0,26,0,0,0,1,0,0,0,1,0,0,0,0.34323987123987115
0,28,0,0,0,1,1,1,0,0,0,0,0,0.6220476190476188
0,21,0,0,0,0,1,0,1,0,0,0,0,0.346207298136646
0,28,0,0,0,1,1,0,0,1,0,0,0,0.04352380952380952
1,34,0,0,1,1,0,1,0,0,0,0,0,0.36833333333333335
0,22,0,0,0,0,1,1,0,0,0,0,0,0.5893349689804467
0,31,0,1,3,0,0,1,0,0,0,0,0,0.9299999999999998
0,24,0,0,0,0,1,1,0,0,0,0,0,0.32248195432018945
0,34,0,0,22,0,0,1,0,0,0,0,0,0.9
0,49,0,0,0,1,0,1,0,0,0,0,0,0.8084285714285716
0,34,0,0,1,0,0,1,0,0,0,0,0,0.013333333333333332
0,35,0,0,1,0,1,1,0,0,0,0,0,0.013333333333333332
1,52,0,0,2,0,1,1,0,0,0,0,0,0.29
0,51,0,0,5,1,0,1,0,0,0,0,0,0.41
0,42,0,0,1,0,0,1,0,0,0,0,0,0.0
0,39,0,0,35,0,0,1,0,0,0,0,0,0.81
0,27,0,0,0,1,0,1,0,0,0,0,0,0.31088672438672427
0,50,0,0,3,1,1,0,0,1,0,0,0,0.7098333333333335
0,30,0,0,4,1,1,1,0,0,0,0,0,0.41166666666666674
0,28,0,0,2,0,1,1,0,0,0,0,0,0.945288961038961
0,49,0,0,2,0,0,1,0,0,0,0,0,0.1525
0,31,0,0,7,1,1,1,0,0,0,0,0,0.96
0,20,0,0,1,0,0,1,0,0,0,0,0,0.9656034798534797
1,22,0,0,0,1,0,1,0,0,0,0,0,0.10794444444444445
0,20,0,0,0,0,1,0,0,1,0,0,0,0.5016702741702743
0,25,0,0,0,1,0,0,0,1,0,0,0,0.05878571428571429
0,30,0,0,10,0,1,1,0,0,0,0,0,1.0
0,61,0,0,1,0,0,0,0,1,0,0,0,0.655
0,56,0,0,1,1,0,0,0,1,0,0,0,0.051666666666666666
0,29,0,0,2,0,0,1,0,0,0,0,0,0.34910714285714284
0,39,0,0,1,0,0,0,0,1,0,0,0,0.20161904761904761
0,38,0,0,8,0,0,0,0,1,0,0,0,0.3428333333333333
0,35,0,0,2,0,0,1,0,0,0,0,0,0.07966666666666666
0,49,0,0,4,1,1,0,0,1,0,0,0,0.7658333333333335
0,66,0,0,33,0,1,1,0,0,0,0,0,0.46
0,36,0,0,5,1,1,0,0,1,0,0,0,0.18319047619047615
0,30,0,0,7,1,1,1,0,0,0,0,0,0.98
0,29,0,0,5,0,1,1,0,0,0,0,0,0.99
0,58,0,0,24,0,1,1,0,0,0,0,0,0.87
0,60,0,0,13,0,1,1,0,0,0,0,0,0.78
0,36,0,0,5,0,0,1,0,0,0,0,0,0.07
1,29,0,0,5,0,1,1,0,0,0,0,0,0.5831666666666666
0,28,0,0,0,0,0,0,0,0,1,0,0,0.07
0,34,0,0,19,0,1,1,0,0,0,0,0,0.87
0,43,0,0,2,0,0,1,0,0,0,0,0,0.051666666666666666
0,31,0,0,5,1,1,1,0,0,0,0,0,0.37
0,22,0,0,3,0,1,1,0,0,0,0,0,0.8036944444444439
0,22,0,0,1,0,0,1,0,0,0,0,0,0.6961177123530067
1,38,0,0,1,1,1,0,0,1,0,0,0,0.20033333333333328
1,50,0,0,1,1,1,0,0,1,0,0,0,0.07016666666666667
0,26,0,1,13,0,1,1,0,0,0,0,0,0.94
1,28,0,0,0,0,0,1,0,0,0,0,0,0.7749999999999997
0,26,0,0,1,1,1,1,0,0,0,0,0,0.43422619047619043
0,40,0,0,0,1,0,0,0,1,0,0,0,0.0
0,28,0,0,1,0,1,0,0,1,0,0,0,0.31647619047619047
0,29,1,1,4,0,1,1,0,0,0,0,0,0.94
1,44,0,0,0,0,1,0,0,1,0,0,0,0.23083333333333336
0,48,0,0,7,0,1,1,0,0,0,0,0,0.7396666666666668
0,40,0,0,1,1,0,0,0,1,0,0,0,0.36211904761904756
0,26,0,1,3,1,1,1,0,0,0,0,0,0.7966666666666665
0,48,0,0,0,1,0,1,0,0,0,0,0,0.7130952380952381
1,53,0,0,0,1,0,0,0,0,1,0,0,0.02
0,33,0,0,3,0,1,1,0,0,0,0,0,0.8373333333333332
0,28,0,0,5,0,1,1,0,0,0,0,0,0.6743253968253967
0,28,0,0,0,0,1,0,0,1,0,0,0,0.6311507936507936
0,31,0,0,0,1,0,0,0,0,0,0,1,0.305
0,26,0,0,2,0,1,1,0,0,0,0,0,0.8063647186147185
0,28,0,0,5,0,0,0,0,1,0,0,0,0.31
1,24,0,0,0,1,0,1,0,0,0,0,0,0.945
1,37,0,0,0,1,0,0,0,1,0,0,0,0.0
0,50,1,0,16,0,1,0,0,1,0,0,0,0.98
0,48,0,0,12,0,0,0,0,0,0,0,1,0.72
0,24,0,0,0,1,0,1,0,0,0,0,0,0.4955171217671217
0,50,0,0,3,0,0,0,0,1,0,0,0,0.21916666666666668
0,27,0,0,1,0,1,0,0,0,0,0,1,0.9179999999999999
0,36,0,0,1,0,1,1,0,0,0,0,0,0.6199999999999999
0,43,0,0,2,1,0,1,0,0,0,0,0,0.21600000000000003
0,22,0,0,2,0,1,1,0,0,0,0,0,0.9744563492063492
1,48,0,0,17,0,0,0,0,1,0,0,0,0.66
0,22,0,0,1,0,1,1,0,0,0,0,0,0.6961177123530067
0,45,0,0,1,1,0,0,0,1,0,0,0,0.07833333333333334
0,27,0,0,0,1,1,0,0,1,0,0,0,0.3266031746031747
1,52,0,0,0,1,0,1,0,0,0,0,0,0.065
0,30,0,0,11,1,1,0,0,1,0,0,0,0.54
0,56,0,0,0,1,0,0,0,0,1,0,0,0.0
0,24,0,0,2,0,1,0,0,1,0,0,0,0.6268214285714285
0,24,0,0,1,1,1,1,0,0,0,0,0,0.7816663475413473
0,23,0,0,4,0,0,0,0,0,1,0,0,0.48666666666666664
0,22,0,0,2,1,1,1,0,0,0,0,0,0.803170634920635
0,30,0,0,2,1,1,0,0,1,0,0,0,0.5225
0,48,0,0,1,0,0,0,0,0,0,0,1,0.06
