Race,Sex,Education,Age,Num. People,log-income,Metro,OWNER,probability
White,Female,Less than College ,23,1,4.447158031342219,Metro,0.0,0.27024925
White,Male,Less than College ,38,1,4.079181246047625,Urban,1.0,0.45438623
White,Female,Less than College ,20,2,4.3979400086720375,Urban,0.0,0.28616154
White,Male,Bachelors or Greater,54,2,4.953759691733229,Urban,1.0,0.7674263
White,Female,Less than College ,29,1,4.653212513775344,Urban,0.0,0.39670694
White,Female,Bachelors or Greater,31,4,4.301029995663981,Metro,0.0,0.26494244
White,Female,Less than College ,36,8,4.74075732330777,Metro,0.0,0.3160182
White,Female,Less than College ,41,4,4.699143687394484,Metro,0.0,0.5074973
Black,Female,Less than College ,38,5,4.755874855672492,Metro,0.0,0.47476372
Black,Male,Less than College ,80,2,5.064832219738574,Metro,0.0,0.6668631
White,Male,Less than College ,35,1,4.57978359661681,Metro,0.0,0.3258223
White,Female,Less than College ,73,1,4.021189299069938,Metro,0.0,0.24190225
White,Female,Less than College ,85,1,4.181843587944773,Metro,1.0,0.48659635
White,Male,Less than College ,26,1,4.045322978786658,Metro,0.0,0.36866775
White,Male,Less than College ,62,4,4.967547976218862,Urban,1.0,0.68909913
White,Male,Less than College ,85,1,4.681241237375588,Metro,1.0,0.67627186
White,Female,Less than College ,40,2,4.3979400086720375,Metro,0.0,0.3273444
White,Male,Less than College ,22,4,4.589949601325708,Metro,0.0,0.23723784
White,Female,Less than College ,25,3,4.409933123331294,Metro,0.0,0.26740006
Black,Male,Less than College ,48,4,4.347915186501691,Metro,0.0,0.26642194
White,Male,Bachelors or Greater,58,2,5.303196057420489,Metro,1.0,0.72976136
White,Female,Less than College ,64,2,4.033423755486949,Urban,0.0,0.4686124
White,Male,Less than College ,46,2,5.086359830674748,Metro,1.0,0.72071326
White,Male,Less than College ,27,3,4.963787827345556,Urban,1.0,0.696057
White,Female,Less than College ,63,1,4.260071387985075,Metro,0.0,0.33189672
White,Male,Less than College ,52,2,4.748188027006201,Metro,1.0,0.65050507
White,Female,Less than College ,62,2,4.004321373782642,Urban,0.0,0.3486195
White,Male,Less than College ,60,2,4.593286067020458,Urban,1.0,0.6620122
White,Male,Less than College ,28,3,5.176669932668149,Metro,1.0,0.53112787
White,Male,Less than College ,41,1,5.467460109507264,Metro,1.0,0.6096837
White,Female,Less than College ,72,1,4.380211241711606,Metro,0.0,0.58367634
White,Male,Less than College ,65,2,4.740362689494244,Metro,1.0,0.78021365
White,Female,Less than College ,63,2,5.5031094366713695,Metro,1.0,0.7693544
Black,Female,Less than College ,31,2,4.204119982655925,Urban,0.0,0.2776699
White,Male,Bachelors or Greater,62,2,5.283301228703549,Urban,1.0,0.80231833
White,Male,Less than College ,38,1,4.421603926869831,Metro,0.0,0.3111133
White,Female,Bachelors or Greater,56,3,4.623249290397901,Metro,1.0,0.66200674
White,Female,Less than College ,62,2,4.133538908370218,Urban,0.0,0.47578472
White,Male,Less than College ,56,2,4.977723605288848,Metro,1.0,0.72618383
White,Male,Bachelors or Greater,61,4,5.207122497650964,Metro,1.0,0.7676064
White,Male,Less than College ,49,1,4.778151250383644,Metro,0.0,0.51601624
White,Male,Less than College ,56,1,4.477121254719663,Urban,1.0,0.57631826
White,Male,Less than College ,76,1,4.418301291319746,Urban,1.0,0.7242386
White,Female,Less than College ,56,1,4.176091259055681,Urban,0.0,0.35868582
Black,Female,Less than College ,29,3,4.38738982633873,Metro,0.0,0.17529726
White,Female,Bachelors or Greater,67,2,5.244771761495295,Metro,1.0,0.75472075
Black,Male,Less than College ,38,1,4.278753600952829,Metro,0.0,0.2723096
Black,Male,Less than College ,63,1,4.32221929473392,Metro,0.0,0.38016456
White,Male,Bachelors or Greater,30,2,5.012837224705172,Metro,1.0,0.57893085
White,Female,Less than College ,40,2,4.503790683057181,Metro,1.0,0.58128333
White,Female,Bachelors or Greater,39,2,5.596597095626461,Metro,1.0,0.70494246
White,Female,Less than College ,58,2,4.991447598003803,Metro,1.0,0.71437234
White,Male,Less than College ,60,2,4.6020599913279625,Metro,0.0,0.48016354
Black,Male,Less than College ,39,6,4.2552725051033065,Metro,0.0,0.24895784
Black,Female,Less than College ,54,1,4.653212513775344,Metro,1.0,0.47557208
Black,Female,Less than College ,38,5,4.301029995663981,Metro,0.0,0.32872626
White,Female,Less than College ,80,1,4.225309281725863,Metro,1.0,0.49592605
White,Male,Bachelors or Greater,42,3,5.596816935915591,Metro,1.0,0.6288356
White,Female,Bachelors or Greater,27,1,4.676693609624866,Metro,0.0,0.19064069
Black,Male,Less than College ,58,1,4.748188027006201,Metro,0.0,0.36726803
White,Female,Bachelors or Greater,80,1,4.691965102767361,Metro,1.0,0.66532755
White,Male,Bachelors or Greater,72,2,5.161966616364075,Metro,1.0,0.70274967
White,Male,Less than College ,63,1,4.045322978786658,Metro,0.0,0.19693746
White,Female,Less than College ,68,2,4.404662700873722,Metro,0.0,0.52720875
White,Female,Less than College ,22,4,5.44870631990508,Metro,1.0,0.6262236
White,Male,Less than College ,21,1,4.6020599913279625,Metro,0.0,0.1920883
White,Male,Less than College ,64,2,4.948412965778601,Metro,1.0,0.76459587
White,Female,Less than College ,69,1,4.232996110392154,Metro,0.0,0.5196132
White,Female,Less than College ,71,2,4.386855529184724,Metro,0.0,0.37988904
Black,Female,Less than College ,43,4,4.011147360775797,Metro,0.0,0.25403357
White,Male,Bachelors or Greater,42,2,5.012837224705172,Metro,1.0,0.56748986
Black,Male,Less than College ,58,1,4.845098040014257,Metro,0.0,0.44010627
White,Female,Bachelors or Greater,25,2,4.243038048686294,Metro,1.0,0.14710861
White,Male,Less than College ,73,2,4.556302500767287,Metro,1.0,0.6022356
Black,Female,Less than College ,43,3,4.623249290397901,Metro,1.0,0.3494733
White,Male,Less than College ,32,2,4.6020599913279625,Metro,0.0,0.4788544
Black,Male,Less than College ,42,5,4.487138375477186,Metro,0.0,0.35899755
White,Male,Bachelors or Greater,64,2,4.904174368284163,Metro,0.0,0.76225054
Black,Female,Bachelors or Greater,54,2,4.76789761601809,Metro,0.0,0.58863884
White,Female,Less than College ,50,6,5.041392685158225,Metro,1.0,0.6357513
White,Female,Less than College ,36,4,4.6020599913279625,Metro,1.0,0.51337034
Black,Female,Less than College ,56,2,4.786751422145561,Metro,0.0,0.5556842
White,Male,Less than College ,46,1,4.544068044350276,Metro,1.0,0.4152018
Black,Female,Less than College ,40,3,4.662757831681574,Metro,1.0,0.33003005
Black,Female,Less than College ,48,6,5.269512944217916,Metro,1.0,0.62908345
Black,Female,Bachelors or Greater,60,2,5.093421685162235,Metro,1.0,0.62536854
White,Male,Less than College ,52,1,4.204119982655925,Metro,0.0,0.38836652
White,Female,Less than College ,51,1,4.146128035678238,Metro,1.0,0.42095572
White,Male,Less than College ,24,2,4.662757831681574,Metro,0.0,0.29153526
Black,Male,Less than College ,58,1,4.556302500767287,Metro,0.0,0.47785512
White,Male,Less than College ,80,2,4.636487896353366,Metro,1.0,0.7575503
White,Female,Less than College ,61,2,4.888740960682893,Metro,1.0,0.7055731
White,Male,Less than College ,80,1,4.071882007306125,Metro,0.0,0.5142602
White,Male,Less than College ,55,2,4.903089986991944,Metro,1.0,0.6633579
White,Male,Less than College ,64,2,4.392696953259666,Metro,1.0,0.54117274
White,Female,Less than College ,63,3,4.380211241711606,Metro,1.0,0.52762693
White,Female,Bachelors or Greater,27,5,4.724275869600789,Metro,1.0,0.4023938
White,Female,Less than College ,64,5,4.973127853599698,Metro,1.0,0.7112891
White,Male,Less than College ,70,1,4.136720567156407,Metro,0.0,0.34854174
White,Male,Less than College ,56,2,4.130333768495007,Metro,0.0,0.52162445
White,Female,Less than College ,68,1,4.225309281725863,Metro,1.0,0.568166
White,Male,Less than College ,40,3,4.799340549453582,Metro,1.0,0.5810046
White,Male,Less than College ,63,2,4.477121254719663,Metro,1.0,0.62860644
White,Male,Less than College ,42,1,4.7160033436348,Metro,1.0,0.47278607
Black,Female,Bachelors or Greater,42,3,4.3979400086720375,Metro,0.0,0.36858606
White,Female,Less than College ,85,1,4.075546961392531,Metro,1.0,0.49471396
White,Male,Less than College ,62,1,4.225309281725863,Metro,0.0,0.47772637
Black,Female,Less than College ,20,3,4.56466606425209,Metro,0.0,0.1637403
White,Female,Bachelors or Greater,62,2,5.348694190265541,Metro,1.0,0.77559483
White,Male,Less than College ,64,1,4.57978359661681,Metro,1.0,0.63309014
White,Female,Less than College ,40,1,4.342422680822207,Metro,0.0,0.4111321
White,Male,Bachelors or Greater,28,1,4.812913356642856,Metro,0.0,0.4411543
Black,Female,Less than College ,41,2,4.568201724066995,Urban,0.0,0.40051037
White,Female,Less than College ,23,2,4.480006942957151,Metro,0.0,0.23732209
White,Male,Bachelors or Greater,28,2,5.021189299069938,Metro,1.0,0.45736933
Black,Female,Bachelors or Greater,28,1,4.57978359661681,Urban,1.0,0.47667843
White,Male,Bachelors or Greater,59,2,5.559906625036112,Metro,1.0,0.7396329
White,Male,Less than College ,78,2,4.638489256954637,Urban,1.0,0.7747158
White,Male,Bachelors or Greater,40,1,4.301029995663981,Metro,0.0,0.47001082
White,Female,Less than College ,45,3,4.704150516839799,Metro,0.0,0.49956587
Black,Female,Less than College ,22,1,4.544068044350276,Urban,0.0,0.311064
Black,Female,Less than College ,32,6,4.612783856719736,Metro,0.0,0.33201176
White,Female,Less than College ,62,1,4.158362492095249,Metro,0.0,0.3712697
White,Female,Less than College ,79,1,4.342422680822207,Urban,1.0,0.71560746
White,Male,Less than College ,69,3,4.6020599913279625,Urban,1.0,0.7534819
White,Male,Less than College ,80,1,4.133538908370218,Metro,0.0,0.41761044
Black,Male,Less than College ,38,1,4.755874855672492,Metro,0.0,0.3668634
Black,Male,Less than College ,62,3,4.913813852383717,Metro,0.0,0.60244083
White,Male,Bachelors or Greater,80,4,5.2576785748691846,Metro,1.0,0.74327797
White,Male,Less than College ,30,5,4.477121254719663,Metro,0.0,0.41096988
White,Female,Less than College ,43,1,4.845098040014257,Metro,0.0,0.47058752
Black,Female,Less than College ,59,4,4.821513528404773,Metro,0.0,0.5801616
White,Female,Less than College ,32,3,4.6020599913279625,Metro,0.0,0.38406268
White,Male,Less than College ,26,3,4.6020599913279625,Metro,0.0,0.29184097
White,Male,Bachelors or Greater,31,1,4.8750612633917,Metro,1.0,0.40740332
White,Female,Bachelors or Greater,24,1,4.623249290397901,Metro,0.0,0.2284385
White,Female,Less than College ,85,2,4.269512944217916,Metro,0.0,0.3762539
White,Male,Less than College ,68,2,4.926033596678844,Metro,1.0,0.73825717
White,Male,Bachelors or Greater,77,2,4.952308009662125,Metro,1.0,0.74169946
White,Male,Less than College ,41,2,4.6020599913279625,Metro,0.0,0.48303702
White,Female,Less than College ,45,1,4.477121254719663,Metro,0.0,0.31649217
White,Male,Less than College ,76,1,4.414973347970818,Metro,1.0,0.5646081
Black,Female,Bachelors or Greater,31,3,4.903089986991944,Metro,0.0,0.46611765
White,Female,Less than College ,71,3,5.153875813678978,Metro,1.0,0.7968867
White,Female,Less than College ,51,5,5.013469232309171,Metro,1.0,0.6743722
White,Female,Less than College ,69,4,5.100025730107863,Metro,1.0,0.7205168
White,Male,Less than College ,38,4,4.6020599913279625,Metro,0.0,0.49659315
White,Male,Bachelors or Greater,41,5,5.278753600952829,Metro,0.0,0.708779
White,Male,Bachelors or Greater,75,1,4.431363764158987,Metro,0.0,0.45271105
White,Male,Less than College ,44,4,4.968482948553935,Metro,0.0,0.61361283
White,Male,Bachelors or Greater,50,5,5.143014800254095,Metro,1.0,0.6138493
White,Female,Bachelors or Greater,38,4,4.903686731736502,Metro,1.0,0.5672475
White,Male,Less than College ,59,2,4.502153892871361,Metro,1.0,0.59822583
Black,Female,Less than College ,61,2,4.785329835010767,Metro,0.0,0.27113372
White,Female,Less than College ,30,4,4.247973266361806,Metro,0.0,0.29214075
White,Male,Less than College ,80,3,4.40823996531185,Metro,0.0,0.40839124
White,Female,Bachelors or Greater,72,6,5.45484486000851,Metro,1.0,0.7699776
Black,Male,Less than College ,74,2,4.409087369447835,Metro,0.0,0.5300977
White,Male,Less than College ,52,2,5.301029995663981,Metro,0.0,0.6926743
White,Female,Less than College ,63,2,4.041392685158225,Metro,0.0,0.54666716
White,Male,Bachelors or Greater,27,3,4.8750612633917,Metro,0.0,0.391213
White,Male,Less than College ,77,2,4.6414741105041,Metro,1.0,0.75236607
Black,Male,Less than College ,41,2,4.6020599913279625,Metro,0.0,0.39121118
Black,Female,Less than College ,59,2,4.544068044350276,Metro,0.0,0.38040206
White,Male,Less than College ,66,2,4.698970004336019,Metro,1.0,0.7504283
White,Female,Bachelors or Greater,85,1,4.845098040014257,Metro,1.0,0.6994649
White,Male,Less than College ,43,1,4.6020599913279625,Metro,0.0,0.37202266
Black,Female,Bachelors or Greater,67,1,4.6020599913279625,Metro,1.0,0.640931
White,Male,Bachelors or Greater,36,2,5.45484486000851,Metro,1.0,0.64462525
White,Male,Bachelors or Greater,66,3,5.176091259055681,Metro,1.0,0.7272232
White,Female,Less than College ,50,1,4.2552725051033065,Metro,0.0,0.44030675
White,Female,Less than College ,79,2,4.14921911265538,Metro,0.0,0.4254426
White,Male,Less than College ,67,5,5.301745991025256,Metro,0.0,0.39390206
White,Male,Bachelors or Greater,42,2,5.301029995663981,Metro,0.0,0.63510317
White,Female,Less than College ,45,5,5.14050804303818,Metro,1.0,0.77191085
White,Female,Bachelors or Greater,25,2,4.959041392321094,Metro,0.0,0.22795784
Black,Female,Less than College ,23,1,4.301029995663981,Metro,0.0,0.23987854
White,Female,Less than College ,50,2,5.079181246047625,Metro,1.0,0.7345708
White,Female,Less than College ,63,2,4.681241237375588,Metro,0.0,0.5463433
White,Male,Less than College ,80,1,4.285557309007774,Metro,1.0,0.5584024
White,Male,Less than College ,73,2,4.623249290397901,Metro,0.0,0.7594966
White,Male,Bachelors or Greater,40,2,4.698970004336019,Metro,1.0,0.58223134
White,Female,Bachelors or Greater,42,5,5.11327469246435,Metro,1.0,0.78057396
White,Female,Bachelors or Greater,37,1,4.845098040014257,Metro,1.0,0.5568656
White,Female,Less than College ,76,1,4.537819095073274,Metro,1.0,0.69490445
White,Male,Less than College ,49,3,5.54282542695918,Metro,1.0,0.76325303
White,Female,Less than College ,31,3,4.457881896733992,Metro,0.0,0.46926257
White,Female,Less than College ,19,3,4.521138083704036,Metro,0.0,0.20679887
White,Female,Bachelors or Greater,46,5,5.415474168109236,Metro,1.0,0.8139174
White,Female,Less than College ,68,1,4.544068044350276,Metro,1.0,0.6017093
White,Female,Less than College ,64,2,4.285557309007774,Metro,0.0,0.4858823
White,Male,Bachelors or Greater,42,5,5.27415784926368,Metro,1.0,0.8055331
White,Female,Less than College ,69,1,4.204119982655925,Metro,0.0,0.50026774
White,Female,Less than College ,54,2,5.176091259055681,Metro,1.0,0.75801235
White,Male,Less than College ,39,1,5.0,Metro,0.0,0.5553755
White,Female,Less than College ,85,2,4.380211241711606,Metro,0.0,0.49990392
White,Female,Less than College ,27,2,5.037426497940624,Metro,1.0,0.4630053
White,Male,Bachelors or Greater,44,3,5.648847708372894,Metro,1.0,0.7898329
White,Female,Less than College ,39,7,4.635483746814912,Metro,0.0,0.5862798
White,Female,Less than College ,60,2,4.897627091290442,Metro,1.0,0.71778584
White,Male,Bachelors or Greater,33,1,4.959232249050996,Metro,1.0,0.5541739
White,Male,Less than College ,42,6,4.864511081058392,Metro,1.0,0.73105085
Black,Female,Less than College ,60,2,4.401400540781544,Metro,0.0,0.36268723
White,Male,Less than College ,50,4,5.190331698170292,Metro,1.0,0.6616051
White,Male,Bachelors or Greater,58,4,5.516138576717075,Metro,1.0,0.7804316
White,Male,Less than College ,20,3,4.698970004336019,Metro,0.0,0.27726945
White,Female,Less than College ,85,1,4.068185861746161,Metro,1.0,0.52243274
White,Male,Less than College ,80,1,4.004321373782642,Metro,0.0,0.20967466
White,Female,Less than College ,70,1,4.016197353512439,Metro,0.0,0.318242
White,Female,Bachelors or Greater,74,2,4.635483746814912,Metro,1.0,0.74184775
White,Female,Bachelors or Greater,65,2,5.121362840563391,Metro,1.0,0.7920536
Black,Male,Less than College ,40,3,5.526339277389844,Metro,1.0,0.49661162
White,Female,Less than College ,53,3,4.812913356642856,Metro,1.0,0.6060131
White,Male,Less than College ,27,4,4.892094602690481,Urban,0.0,0.582177
Black,Female,Less than College ,79,2,4.462397997898956,Metro,0.0,0.5023681
White,Female,Less than College ,85,1,4.653212513775344,Metro,1.0,0.65016377
White,Male,Less than College ,52,4,4.6020599913279625,Urban,0.0,0.6330015
White,Male,Less than College ,35,5,4.6180480967120925,Metro,0.0,0.39192045
White,Female,Bachelors or Greater,60,2,4.480006942957151,Metro,0.0,0.722978
Black,Female,Bachelors or Greater,34,1,5.0,Metro,0.0,0.50576925
White,Male,Less than College ,59,1,4.740362689494244,Urban,1.0,0.6899748
White,Female,Less than College ,51,5,4.190331698170292,Metro,1.0,0.47272113
White,Female,Less than College ,71,4,4.209515014542631,Metro,1.0,0.5555099
White,Male,Less than College ,59,2,4.845532117493575,Urban,0.0,0.71874946
Black,Female,Less than College ,36,2,4.884795363948981,Metro,1.0,0.5014046
White,Male,Less than College ,34,3,4.903089986991944,Metro,0.0,0.64897335
White,Female,Less than College ,36,4,5.024116072826771,Metro,1.0,0.67691755
White,Male,Less than College ,50,2,4.498310553789601,Urban,0.0,0.48229796
White,Female,Less than College ,72,1,4.367355921026019,Metro,0.0,0.5227957
White,Male,Less than College ,25,3,5.130333768495007,Metro,1.0,0.46498144
Black,Male,Less than College ,66,1,4.079181246047625,Metro,0.0,0.31624508
White,Male,Less than College ,42,2,5.060697840353612,Metro,1.0,0.6623278
White,Male,Less than College ,46,3,4.778151250383644,Metro,1.0,0.54421383
White,Female,Less than College ,70,2,4.334453751150931,Metro,1.0,0.6541295
White,Female,Bachelors or Greater,65,1,5.011147360775798,Metro,1.0,0.738167
White,Female,Less than College ,72,1,4.079181246047625,Metro,0.0,0.41234076
White,Male,Bachelors or Greater,21,1,4.826074802700826,Metro,1.0,0.43397665
Black,Female,Less than College ,26,2,4.346352974450639,Metro,1.0,0.24449253
White,Male,Less than College ,60,2,4.3979400086720375,Metro,0.0,0.47112602
White,Female,Less than College ,38,6,4.698970004336019,Metro,1.0,0.5040775
White,Female,Less than College ,40,4,4.818225893613955,Metro,1.0,0.63613373
Black,Female,Less than College ,62,1,4.309630167425898,Metro,0.0,0.39994007
Black,Female,Bachelors or Greater,65,5,4.5199591807520685,Metro,0.0,0.6357421
White,Male,Less than College ,80,2,4.220108088040055,Urban,1.0,0.7759797
White,Male,Less than College ,43,2,5.086359830674748,Metro,0.0,0.6904455
Black,Female,Less than College ,24,2,4.431363764158987,Metro,0.0,0.21327363
White,Male,Less than College ,67,2,4.919078092376074,Urban,1.0,0.7293653
White,Male,Less than College ,54,2,4.204119982655925,Metro,1.0,0.49043906
White,Male,Bachelors or Greater,72,2,4.113943352306837,Metro,1.0,0.66170824
Black,Male,Bachelors or Greater,73,1,4.079181246047625,Metro,0.0,0.4939235
Black,Female,Less than College ,36,3,4.176091259055681,Metro,0.0,0.27593425
White,Male,Bachelors or Greater,76,1,4.819543935541868,Metro,1.0,0.6919398
White,Male,Less than College ,75,2,4.897627091290442,Metro,1.0,0.7857238
White,Female,Less than College ,49,4,4.556302500767287,Metro,0.0,0.54578394
White,Male,Less than College ,24,2,5.130333768495007,Metro,1.0,0.78529656
White,Male,Bachelors or Greater,43,7,5.477121254719663,Metro,1.0,0.8411039
White,Female,Bachelors or Greater,25,2,4.556302500767287,Metro,0.0,0.31499848
White,Male,Less than College ,63,1,4.778151250383644,Urban,0.0,0.6981417
White,Male,Less than College ,60,1,4.431363764158987,Metro,1.0,0.49861175
White,Female,Less than College ,80,3,4.570542939881897,Urban,0.0,0.7561411
White,Male,Less than College ,71,2,4.580924975675619,Metro,1.0,0.7273083
White,Male,Less than College ,68,1,4.880813592280791,Metro,0.0,0.68190825
White,Female,Less than College ,35,2,5.167317334748176,Metro,1.0,0.73433286
White,Female,Less than College ,19,3,4.1003705451175625,Urban,0.0,0.21552451
White,Female,Less than College ,48,3,4.103803720955957,Urban,1.0,0.38074023
White,Female,Bachelors or Greater,53,1,4.741309208899569,Metro,1.0,0.45462838
White,Male,Bachelors or Greater,69,1,4.746634198937579,Metro,1.0,0.6790032
White,Female,Less than College ,60,5,4.698970004336019,Metro,1.0,0.63640076
White,Female,Less than College ,40,2,4.418301291319746,Metro,0.0,0.38439086
Black,Female,Bachelors or Greater,67,4,4.94204775813131,Metro,1.0,0.70464647
White,Female,Less than College ,75,1,4.555094448578319,Metro,0.0,0.59385175
White,Female,Less than College ,85,1,4.465382851448418,Metro,1.0,0.65454274
Black,Female,Less than College ,49,4,4.586587304671755,Urban,0.0,0.40999496
White,Female,Less than College ,24,3,4.9253120914996495,Metro,1.0,0.6249076
White,Male,Bachelors or Greater,64,1,5.047274867384179,Metro,1.0,0.6761038
White,Female,Less than College ,29,4,4.164352855784437,Urban,0.0,0.3150107
White,Female,Bachelors or Greater,66,1,4.760422483423212,Metro,1.0,0.7225564
White,Male,Less than College ,35,4,4.447158031342219,Metro,1.0,0.5363992
White,Female,Less than College ,65,1,4.354108439147401,Metro,1.0,0.60180885
Black,Female,Less than College ,24,2,4.2552725051033065,Metro,0.0,0.28391382
White,Male,Bachelors or Greater,51,1,4.781036938621132,Metro,1.0,0.54364425
White,Male,Less than College ,31,3,4.982723387668545,Metro,0.0,0.4975443
White,Male,Less than College ,56,1,4.550228353055094,Urban,1.0,0.5263204
White,Male,Bachelors or Greater,50,2,5.545307116465824,Metro,1.0,0.7323021
White,Male,Bachelors or Greater,40,4,5.463892988985907,Metro,1.0,0.7510953
White,Male,Less than College ,85,2,4.666517980554881,Metro,0.0,0.6977877
White,Female,Bachelors or Greater,67,1,4.557507201905658,Metro,1.0,0.6574469
White,Male,Less than College ,60,4,4.870988813760575,Urban,1.0,0.74859476
White,Male,Less than College ,71,1,4.079181246047625,Metro,0.0,0.47240528
Black,Female,Less than College ,26,4,4.318063334962762,Metro,0.0,0.19756454
White,Male,Less than College ,34,2,4.643452676486188,Metro,0.0,0.3621949
White,Male,Less than College ,47,3,4.4996870826184034,Urban,1.0,0.5173287
White,Female,Less than College ,85,2,4.860996436757196,Metro,1.0,0.72407013
Black,Female,Less than College ,53,2,4.361916618668643,Metro,0.0,0.26313093
White,Female,Bachelors or Greater,69,2,5.041787318971752,Urban,1.0,0.7877141
White,Male,Bachelors or Greater,34,4,5.492760389026838,Metro,1.0,0.77785766
White,Female,Less than College ,22,1,4.176091259055681,Metro,0.0,0.22067729
White,Female,Less than College ,73,2,4.537819095073274,Metro,1.0,0.7668924
Black,Female,Less than College ,46,2,4.271841606536499,Urban,0.0,0.3601777
White,Male,Less than College ,33,5,4.862727528317975,Urban,1.0,0.5126621
White,Male,Less than College ,40,4,5.3014640731433,Metro,1.0,0.76333207
White,Male,Less than College ,85,2,4.414973347970818,Metro,1.0,0.78222126
Black,Female,Less than College ,37,4,4.716837723299524,Metro,0.0,0.39746383
Black,Female,Less than College ,31,5,4.2405492482826,Metro,0.0,0.26604724
White,Male,Bachelors or Greater,29,1,4.4996870826184034,Urban,0.0,0.36369625
White,Male,Less than College ,44,2,4.661812685537261,Urban,0.0,0.46830863
White,Male,Bachelors or Greater,27,2,4.653212513775344,Metro,0.0,0.3545376
White,Male,Bachelors or Greater,39,2,4.778151250383644,Metro,0.0,0.40330485
White,Male,Less than College ,32,5,4.695481676490197,Metro,0.0,0.45289326
Black,Female,Less than College ,41,4,4.40823996531185,Metro,0.0,0.26228535
White,Male,Less than College ,69,2,4.879669205632053,Metro,1.0,0.7682813
Black,Female,Less than College ,28,3,4.021189299069938,Urban,0.0,0.22472566
White,Male,Less than College ,72,2,4.587710965018911,Urban,1.0,0.7464564
White,Female,Bachelors or Greater,42,3,4.32221929473392,Metro,0.0,0.32663858
White,Female,Bachelors or Greater,61,1,4.968482948553935,Metro,0.0,0.69465345
White,Female,Less than College ,58,2,4.662757831681574,Metro,0.0,0.55288863
White,Male,Less than College ,75,1,4.690639011715968,Urban,1.0,0.74178493
Black,Male,Less than College ,72,1,4.432167269442588,Metro,0.0,0.34319502
White,Male,Less than College ,51,2,5.281033367247727,Metro,1.0,0.7364914
White,Male,Bachelors or Greater,73,2,5.08278537031645,Metro,1.0,0.7722446
White,Female,Less than College ,58,3,4.633468455579586,Metro,0.0,0.64174294
White,Female,Bachelors or Greater,28,2,5.532754378992498,Metro,1.0,0.6979721
Black,Male,Less than College ,65,1,4.334453751150931,Metro,0.0,0.35892877
White,Male,Less than College ,35,4,4.477121254719663,Metro,1.0,0.44944173
White,Female,Bachelors or Greater,38,4,5.271841606536499,Metro,1.0,0.7677236
White,Male,Less than College ,45,1,4.8750612633917,Urban,0.0,0.54302686
White,Female,Less than College ,54,3,4.8169038393756605,Urban,1.0,0.7239438
White,Male,Bachelors or Greater,41,1,4.812940081634827,Urban,0.0,0.49927166
White,Female,Less than College ,61,1,4.477121254719663,Metro,0.0,0.58845073
White,Male,Less than College ,26,2,4.763457943873759,Metro,0.0,0.26867786
Black,Female,Less than College ,62,2,4.150142161848558,Metro,0.0,0.22705142
White,Female,Bachelors or Greater,62,3,5.037426497940624,Metro,1.0,0.68719375
White,Female,Less than College ,47,3,4.850033257689769,Urban,1.0,0.7195827
White,Female,Less than College ,64,1,4.085647288296856,Metro,0.0,0.2979657
Black,Male,Less than College ,37,5,4.612783856719736,Metro,0.0,0.2706029
White,Female,Bachelors or Greater,85,1,4.669316880566112,Metro,0.0,0.52482504
White,Female,Less than College ,41,3,5.02530586526477,Urban,1.0,0.62038046
White,Female,Less than College ,85,1,4.481442628502305,Urban,0.0,0.5843331
White,Male,Less than College ,37,5,4.748188027006201,Metro,0.0,0.42717102
Black,Male,Less than College ,28,1,4.380211241711606,Metro,0.0,0.26382288
White,Male,Less than College ,70,2,4.654176541877961,Metro,1.0,0.7145786
White,Male,Less than College ,41,3,4.482873583608754,Urban,0.0,0.3792611
White,Male,Bachelors or Greater,36,1,4.6020599913279625,Urban,0.0,0.47398868
White,Female,Less than College ,53,2,4.456366033129043,Urban,0.0,0.44953698
White,Female,Less than College ,69,1,4.462397997898956,Metro,1.0,0.7026068
White,Male,Less than College ,18,3,4.742725131304698,Metro,0.0,0.21782303
White,Male,Less than College ,39,2,5.033423755486949,Metro,1.0,0.55945146
White,Male,Less than College ,64,2,4.845098040014257,Metro,0.0,0.6950066
White,Male,Less than College ,66,1,4.342422680822207,Metro,0.0,0.5637636
Black,Female,Less than College ,43,3,4.301029995663981,Metro,0.0,0.2465108
White,Female,Less than College ,54,3,5.0068937079479,Metro,1.0,0.70558405
White,Female,Bachelors or Greater,46,2,4.681241237375588,Metro,0.0,0.5229865
White,Female,Less than College ,38,3,5.088136088700551,Metro,1.0,0.48717374
White,Female,Less than College ,66,1,4.05307844348342,Metro,0.0,0.21854529
Black,Female,Less than College ,54,1,4.079181246047625,Metro,0.0,0.3179116
White,Female,Less than College ,72,1,4.450249108319361,Metro,1.0,0.65185523
White,Female,Less than College ,50,2,4.711975854351755,Metro,1.0,0.56558686
White,Female,Less than College ,55,2,4.703291378118661,Metro,1.0,0.54522514
White,Female,Less than College ,69,1,4.079181246047625,Metro,0.0,0.3988739
White,Female,Bachelors or Greater,34,2,4.531478917042255,Metro,1.0,0.25829777
White,Male,Bachelors or Greater,78,2,4.5910646070265,Metro,1.0,0.78747535
Black,Female,Less than College ,48,2,4.845098040014257,Metro,0.0,0.3932254
White,Male,Bachelors or Greater,31,2,5.000867721531227,Metro,1.0,0.6271837
White,Female,Bachelors or Greater,37,5,5.017033339298781,Metro,1.0,0.7226655
White,Female,Bachelors or Greater,65,1,4.432969290874405,Metro,1.0,0.5993512
